Job;Evaluations;Productivity;Attendance;Absenteeism;Lateness;Discipline;Penalties;Innovation;Problem Solving;Work Quality;Work Completion Time
Multitask Agent;0,66;0,56;0,80;0,18;0,12;0,70;0,04;0,02;0,03;0,88;0,99
Multitask Agent;0,72;0,89;0,77;0,11;0,14;0,72;0,07;0,01;0,03;0,76;0,92
Multitask Agent;0,69;0,81;0,53;0,15;0,10;0,85;0,08;0,02;0,05;0,75;0,91
Multitask Agent;0,93;0,75;0,88;0,11;0,02;0,92;0,07;0,02;0,03;0,83;0,96
Multitask Agent;0,74;0,76;0,85;0,06;0,03;0,94;0,08;0,03;0,01;0,82;0,93
Multitask Agent;0,77;0,90;0,81;0,10;0,01;1,00;0,10;0,04;0,05;0,90;0,97
Multitask Agent;0,81;0,68;0,84;0,07;0,00;0,88;0,09;0,03;0,01;0,77;0,97
Multitask Agent;0,65;0,63;0,58;0,06;0,04;0,91;0,04;0,03;0,01;0,80;0,99
Multitask Agent;0,80;0,75;0,76;0,17;0,14;0,84;0,01;0,03;0,01;0,74;0,99
Multitask Agent;0,93;0,63;0,82;0,10;0,12;0,72;0,09;0,05;0,03;0,94;0,97
Multitask Agent;0,64;0,70;0,78;0,18;0,01;0,95;0,10;0,00;0,00;0,73;0,92
Multitask Agent;0,73;0,51;0,58;0,16;0,00;0,82;0,04;0,00;0,00;0,93;0,95
Multitask Agent;0,91;0,64;0,58;0,08;0,13;0,88;0,10;0,01;0,04;0,80;0,89
Multitask Agent;0,76;0,53;0,64;0,10;0,02;0,90;0,09;0,03;0,00;0,71;0,99
Multitask Agent;0,75;0,58;0,70;0,12;0,05;0,90;0,07;0,05;0,00;0,74;0,93
Multitask Agent;0,90;0,86;0,78;0,16;0,04;0,80;0,06;0,00;0,00;0,92;0,94
Multitask Agent;0,89;0,68;0,69;0,03;0,02;1,00;0,01;0,00;0,05;0,86;0,93
Multitask Agent;0,74;0,69;0,60;0,08;0,10;0,81;0,06;0,05;0,01;0,87;0,99
Multitask Agent;0,85;0,71;0,74;0,13;0,04;0,82;0,00;0,03;0,03;0,84;0,93
Multitask Agent;0,68;0,80;0,68;0,03;0,03;0,74;0,08;0,00;0,05;0,89;0,92
Multitask Agent;0,76;0,57;0,52;0,03;0,09;0,71;0,01;0,05;0,05;0,74;0,96
Multitask Agent;0,65;0,84;0,79;0,16;0,08;0,71;0,07;0,05;0,05;0,71;0,89
Multitask Agent;0,71;0,90;0,67;0,19;0,01;0,79;0,03;0,00;0,03;0,84;0,97
Multitask Agent;0,71;0,67;0,79;0,09;0,08;0,73;0,00;0,02;0,02;0,89;0,92
Multitask Agent;0,95;0,58;0,65;0,19;0,08;0,91;0,03;0,02;0,00;0,80;0,94
Multitask Agent;0,78;0,69;0,86;0,20;0,15;0,89;0,09;0,02;0,04;0,80;0,95
Multitask Agent;0,82;0,64;0,62;0,05;0,06;0,89;0,02;0,02;0,05;0,95;0,97
Multitask Agent;0,73;0,86;0,74;0,17;0,10;0,84;0,05;0,02;0,03;0,75;0,93
Multitask Agent;0,73;0,72;0,65;0,12;0,03;0,90;0,01;0,05;0,00;0,85;0,95
Multitask Agent;0,84;0,64;0,84;0,10;0,06;0,75;0,10;0,00;0,00;0,72;0,94
Multitask Agent;0,74;0,74;0,62;0,05;0,09;0,88;0,08;0,02;0,01;0,83;0,93
Multitask Agent;0,67;0,72;0,53;0,20;0,12;0,77;0,07;0,03;0,03;0,87;0,93
Multitask Agent;0,93;0,75;0,89;0,02;0,03;0,91;0,09;0,04;0,04;0,97;0,95
Multitask Agent;0,78;0,69;0,95;0,02;0,08;0,75;0,02;0,02;0,05;0,97;0,88
Multitask Agent;0,80;0,56;0,63;0,16;0,03;0,93;0,03;0,05;0,00;0,92;0,89
Multitask Agent;0,80;0,53;0,67;0,17;0,08;0,70;0,03;0,04;0,02;0,89;0,89
Multitask Agent;0,84;0,84;0,60;0,11;0,09;0,85;0,06;0,04;0,02;0,86;0,97
Multitask Agent;0,60;0,88;0,90;0,05;0,06;0,86;0,08;0,02;0,00;0,72;0,99
Multitask Agent;0,72;0,51;0,72;0,17;0,05;0,92;0,03;0,03;0,05;0,79;0,99
Multitask Agent;0,69;0,63;0,80;0,01;0,08;0,83;0,06;0,02;0,04;0,81;0,91
Multitask Agent;0,78;0,84;0,70;0,10;0,09;0,87;0,07;0,00;0,01;0,90;0,99
Multitask Agent;0,66;0,89;0,65;0,05;0,05;0,70;0,07;0,00;0,00;0,89;0,98
Multitask Agent;0,72;0,81;0,54;0,13;0,11;0,85;0,01;0,00;0,02;0,86;0,96
Multitask Agent;0,75;0,77;0,64;0,03;0,07;0,79;0,04;0,04;0,05;0,77;0,95
Multitask Agent;0,90;0,57;0,54;0,18;0,03;0,84;0,04;0,04;0,05;0,88;0,94
Multitask Agent;0,61;0,75;0,71;0,14;0,05;0,81;0,06;0,02;0,01;0,78;0,95
Multitask Agent;0,95;0,85;0,85;0,15;0,12;0,92;0,04;0,01;0,04;0,84;0,96
Multitask Agent;0,63;0,53;0,82;0,20;0,14;0,95;0,02;0,01;0,05;0,72;0,91
Multitask Agent;0,66;0,53;0,58;0,12;0,04;0,93;0,04;0,04;0,03;0,95;0,88
Multitask Agent;0,71;0,73;0,55;0,09;0,08;0,88;0,05;0,04;0,05;0,82;0,93
Multitask Agent;0,93;0,68;0,85;0,02;0,03;0,85;0,04;0,05;0,00;0,84;0,90
Multitask Agent;0,93;0,79;0,84;0,01;0,10;0,78;0,09;0,01;0,01;0,88;0,93
Multitask Agent;0,73;0,83;0,79;0,07;0,11;0,87;0,09;0,00;0,04;0,76;0,93
Multitask Agent;0,86;0,78;0,52;0,12;0,12;0,90;0,05;0,03;0,03;0,73;0,96
Multitask Agent;0,83;0,56;0,73;0,02;0,02;0,72;0,05;0,00;0,02;0,79;0,90
Multitask Agent;0,61;0,57;0,86;0,20;0,11;0,93;0,04;0,00;0,03;0,83;0,93
Multitask Agent;0,93;0,78;0,88;0,11;0,10;0,99;0,05;0,04;0,02;0,83;0,94
Multitask Agent;0,62;0,51;0,58;0,05;0,06;0,76;0,01;0,00;0,02;0,78;0,89
Multitask Agent;0,93;0,64;0,70;0,07;0,01;0,97;0,02;0,05;0,01;0,97;0,93
Multitask Agent;0,74;0,87;0,81;0,19;0,02;0,90;0,02;0,03;0,04;0,70;0,93
Multitask Agent;0,65;0,51;0,54;0,05;0,14;0,98;0,05;0,00;0,03;0,90;0,98
Multitask Agent;0,82;0,79;0,54;0,13;0,11;0,83;0,05;0,04;0,03;0,78;0,97
Multitask Agent;0,82;0,70;0,52;0,07;0,10;0,83;0,02;0,01;0,01;0,90;0,88
Multitask Agent;0,86;0,75;0,68;0,15;0,09;0,99;0,07;0,04;0,01;0,80;0,91
Multitask Agent;0,71;0,53;0,58;0,09;0,14;1,00;0,05;0,03;0,04;0,96;0,97
Multitask Agent;0,71;0,70;0,78;0,04;0,05;1,00;0,05;0,00;0,03;0,83;0,97
Multitask Agent;0,83;0,66;0,70;0,08;0,09;0,79;0,04;0,05;0,02;0,74;0,91
Multitask Agent;0,83;0,80;0,95;0,08;0,11;0,79;0,06;0,00;0,02;0,79;0,95
Multitask Agent;0,72;0,67;0,61;0,14;0,01;0,72;0,02;0,05;0,04;0,89;0,92
Multitask Agent;0,78;0,79;0,74;0,01;0,13;0,86;0,07;0,02;0,01;0,91;0,92
Multitask Agent;0,90;0,60;0,82;0,12;0,00;0,94;0,00;0,03;0,01;0,80;0,88
Multitask Agent;0,84;0,67;0,51;0,06;0,11;0,89;0,05;0,04;0,05;0,70;0,88
Multitask Agent;0,63;0,84;0,88;0,04;0,06;0,85;0,09;0,01;0,02;0,76;0,88
Multitask Agent;0,81;0,67;0,76;0,11;0,07;0,96;0,08;0,02;0,05;0,81;0,89
Multitask Agent;0,90;0,84;0,76;0,04;0,12;0,87;0,09;0,04;0,04;0,96;0,98
Multitask Agent;0,67;0,85;0,55;0,08;0,12;0,73;0,07;0,04;0,02;0,89;0,91
Multitask Agent;0,84;0,70;0,85;0,17;0,03;0,84;0,09;0,02;0,00;0,73;0,92
Multitask Agent;0,76;0,87;0,82;0,11;0,10;0,83;0,06;0,03;0,04;0,79;0,88
Multitask Agent;0,93;0,58;0,60;0,16;0,13;0,81;0,08;0,05;0,02;0,84;0,99
Multitask Agent;0,69;0,84;0,86;0,20;0,02;0,82;0,03;0,00;0,03;0,93;0,94
Multitask Agent;0,81;0,63;0,81;0,01;0,05;0,85;0,08;0,05;0,04;0,80;0,96
Multitask Agent;0,72;0,57;0,83;0,14;0,12;0,71;0,09;0,02;0,01;0,90;0,91
Multitask Agent;0,95;0,86;0,59;0,12;0,12;0,70;0,02;0,02;0,03;0,89;0,94
Multitask Agent;0,71;0,59;0,62;0,02;0,15;0,93;0,10;0,02;0,02;0,75;0,99
Multitask Agent;0,80;0,84;0,61;0,15;0,09;0,77;0,10;0,03;0,03;0,90;0,97
Multitask Agent;0,76;0,83;0,78;0,16;0,14;0,75;0,05;0,01;0,05;0,71;0,99
Multitask Agent;0,87;0,83;0,89;0,08;0,10;0,98;0,08;0,02;0,04;0,71;0,96
Multitask Agent;0,72;0,72;0,55;0,10;0,11;0,77;0,02;0,04;0,03;0,96;0,96
Multitask Agent;0,80;0,79;0,58;0,12;0,12;0,93;0,06;0,02;0,01;0,82;0,96
Multitask Agent;0,62;0,72;0,70;0,08;0,11;0,89;0,02;0,02;0,04;0,86;0,91
Multitask Agent;0,81;0,88;0,83;0,16;0,09;0,87;0,07;0,03;0,05;0,76;0,95
Multitask Agent;0,86;0,54;0,63;0,12;0,09;0,94;0,03;0,03;0,01;0,81;0,90
Multitask Agent;0,88;0,81;0,72;0,15;0,15;0,99;0,06;0,00;0,00;0,95;0,93
Multitask Agent;0,81;0,79;0,79;0,03;0,12;0,73;0,10;0,00;0,05;0,90;0,89
Multitask Agent;0,82;0,88;0,85;0,10;0,08;0,80;0,09;0,00;0,00;0,96;0,95
Multitask Agent;0,73;0,76;0,56;0,01;0,09;0,74;0,00;0,02;0,00;0,76;0,94
Multitask Agent;0,79;0,59;0,59;0,02;0,00;0,79;0,06;0,00;0,01;0,91;0,99
Multitask Agent;0,61;0,57;0,60;0,20;0,10;0,73;0,03;0,04;0,05;0,94;0,91
Multitask Agent;0,93;0,72;0,55;0,13;0,04;0,89;0,09;0,04;0,05;0,71;0,95
Multitask Agent;0,83;0,65;0,80;0,09;0,13;0,97;0,00;0,05;0,05;0,73;0,94
Multitask Agent;0,71;0,69;0,64;0,07;0,03;0,73;0,08;0,02;0,02;0,83;0,88
Multitask Agent;0,61;0,55;0,76;0,13;0,03;0,82;0,07;0,02;0,04;0,96;0,92
Multitask Agent;0,79;0,84;0,76;0,12;0,11;0,97;0,04;0,03;0,04;0,94;0,97
Multitask Agent;0,71;0,71;0,56;0,02;0,09;0,81;0,02;0,04;0,00;0,70;0,89
Multitask Agent;0,82;0,86;0,60;0,13;0,12;0,91;0,02;0,04;0,05;0,86;0,98
Multitask Agent;0,80;0,89;0,68;0,08;0,08;0,84;0,03;0,00;0,00;0,96;0,99
Multitask Agent;0,86;0,75;0,60;0,05;0,03;0,85;0,06;0,01;0,03;0,71;0,97
Multitask Agent;0,82;0,81;0,68;0,17;0,05;0,89;0,06;0,00;0,02;0,91;0,94
Multitask Agent;0,80;0,54;0,82;0,10;0,03;0,95;0,05;0,03;0,01;0,76;0,93
Multitask Agent;0,74;0,57;0,80;0,12;0,01;0,92;0,04;0,00;0,03;0,84;0,89
Multitask Agent;0,60;0,62;0,58;0,08;0,08;0,94;0,00;0,03;0,00;0,95;0,95
Multitask Agent;0,79;0,83;0,94;0,15;0,00;0,75;0,03;0,04;0,01;0,72;0,94
Multitask Agent;0,79;0,89;0,73;0,16;0,01;0,82;0,07;0,03;0,01;0,83;0,88
Multitask Agent;0,78;0,75;0,55;0,08;0,15;0,92;0,09;0,04;0,03;0,73;0,97
Multitask Agent;0,65;0,60;0,59;0,13;0,03;0,87;0,07;0,00;0,04;0,74;0,96
Multitask Agent;0,94;0,56;0,62;0,06;0,12;0,73;0,09;0,00;0,00;0,80;0,90
Multitask Agent;0,92;0,60;0,93;0,12;0,07;0,95;0,01;0,04;0,01;0,89;0,99
Multitask Agent;0,82;0,68;0,51;0,18;0,10;0,77;0,09;0,05;0,03;0,76;0,90
Multitask Agent;0,91;0,76;0,74;0,19;0,03;0,71;0,02;0,05;0,04;0,83;0,88
Multitask Agent;0,71;0,74;0,79;0,12;0,02;0,99;0,01;0,04;0,01;0,92;0,97
Multitask Agent;0,92;0,66;0,66;0,19;0,01;0,90;0,03;0,01;0,00;0,97;0,89
Multitask Agent;0,84;0,56;0,55;0,19;0,14;0,73;0,09;0,04;0,00;0,93;0,90
Multitask Agent;0,93;0,55;0,59;0,15;0,13;0,97;0,09;0,02;0,03;0,78;0,88
Multitask Agent;0,65;0,73;0,89;0,11;0,03;0,84;0,05;0,02;0,05;0,87;0,95
Multitask Agent;0,66;0,85;0,80;0,09;0,08;0,73;0,10;0,04;0,01;0,83;0,89
Multitask Agent;0,65;0,51;0,64;0,17;0,05;0,94;0,01;0,02;0,02;0,95;0,93
Multitask Agent;0,63;0,75;0,53;0,03;0,15;0,71;0,02;0,02;0,04;0,91;0,97
Multitask Agent;0,75;0,52;0,84;0,06;0,01;0,77;0,07;0,00;0,05;0,83;0,99
Multitask Agent;0,63;0,86;0,57;0,16;0,06;0,86;0,07;0,00;0,03;0,77;0,93
Multitask Agent;0,80;0,73;0,81;0,01;0,06;0,78;0,05;0,04;0,05;0,77;0,94
Multitask Agent;0,73;0,84;0,79;0,13;0,14;0,70;0,08;0,02;0,03;0,93;0,90
Multitask Agent;0,91;0,87;0,61;0,19;0,09;0,89;0,05;0,04;0,03;0,93;0,90
Multitask Agent;0,93;0,72;0,66;0,04;0,14;0,95;0,04;0,03;0,03;0,72;0,97
Multitask Agent;0,77;0,81;0,71;0,01;0,09;0,70;0,03;0,03;0,05;0,90;0,93
Multitask Agent;0,79;0,81;0,65;0,20;0,15;0,75;0,06;0,02;0,02;0,86;0,89
Multitask Agent;0,90;0,73;0,83;0,12;0,06;1,00;0,09;0,02;0,02;0,82;0,99
Multitask Agent;0,92;0,86;0,59;0,09;0,00;0,73;0,00;0,01;0,04;0,95;0,95
Multitask Agent;0,63;0,55;0,71;0,05;0,12;0,89;0,02;0,00;0,04;0,77;0,97
Multitask Agent;0,66;0,77;0,69;0,09;0,08;0,79;0,02;0,05;0,02;0,97;0,88
Multitask Agent;0,92;0,60;0,51;0,10;0,00;0,83;0,06;0,02;0,02;0,82;0,89
Multitask Agent;0,86;0,73;0,94;0,20;0,08;0,77;0,10;0,03;0,03;0,80;0,96
Multitask Agent;0,87;0,82;0,67;0,18;0,14;0,82;0,02;0,00;0,01;0,79;0,92
Multitask Agent;0,82;0,68;0,58;0,13;0,11;0,99;0,01;0,01;0,03;0,77;0,97
Multitask Agent;0,91;0,75;0,69;0,05;0,13;0,92;0,04;0,05;0,03;0,79;0,92
Multitask Agent;0,74;0,71;0,77;0,09;0,13;0,75;0,10;0,05;0,05;0,85;0,92
Multitask Agent;0,64;0,66;0,77;0,07;0,15;0,97;0,08;0,03;0,03;0,73;0,94
Multitask Agent;0,67;0,73;0,66;0,03;0,01;0,97;0,05;0,03;0,05;0,71;0,94
Multitask Agent;0,65;0,74;0,81;0,07;0,06;0,81;0,09;0,04;0,00;0,83;0,90
Multitask Agent;0,66;0,57;0,73;0,06;0,02;0,92;0,10;0,02;0,01;0,87;0,95
Multitask Agent;0,60;0,80;0,88;0,19;0,05;0,80;0,07;0,02;0,00;0,86;0,99
Multitask Agent;0,78;0,57;0,51;0,08;0,04;0,92;0,00;0,04;0,00;0,97;0,94
Multitask Agent;0,69;0,56;0,52;0,15;0,03;0,95;0,03;0,04;0,01;0,94;0,95
Multitask Agent;0,82;0,61;0,58;0,15;0,12;0,75;0,10;0,05;0,03;0,94;0,93
Multitask Agent;0,70;0,58;0,68;0,17;0,10;0,97;0,05;0,01;0,04;0,75;0,90
Multitask Agent;0,90;0,89;0,86;0,20;0,05;0,74;0,04;0,04;0,02;0,71;0,98
Multitask Agent;0,77;0,56;0,81;0,09;0,07;0,75;0,06;0,00;0,01;0,89;0,89
Multitask Agent;0,68;0,56;0,53;0,09;0,11;0,94;0,08;0,00;0,00;0,72;0,89
Multitask Agent;0,67;0,54;0,63;0,04;0,11;0,95;0,06;0,05;0,04;0,80;0,95
Multitask Agent;0,92;0,52;0,92;0,06;0,00;0,79;0,00;0,02;0,00;0,91;0,98
Multitask Agent;0,92;0,67;0,60;0,19;0,04;0,88;0,02;0,01;0,03;0,83;0,88
Multitask Agent;0,68;0,81;0,91;0,08;0,01;0,78;0,06;0,01;0,03;0,90;0,92
Multitask Agent;0,79;0,83;0,54;0,03;0,08;0,80;0,09;0,01;0,02;0,92;0,89
Multitask Agent;0,79;0,88;0,92;0,07;0,12;0,86;0,00;0,00;0,02;0,87;0,98
Multitask Agent;0,91;0,51;0,80;0,14;0,10;0,87;0,05;0,01;0,01;0,76;0,99
Multitask Agent;0,72;0,62;0,75;0,03;0,15;0,72;0,05;0,02;0,00;0,95;0,88
Multitask Agent;0,86;0,73;0,81;0,09;0,11;0,85;0,09;0,04;0,00;0,97;0,94
Multitask Agent;0,74;0,76;0,58;0,20;0,15;0,94;0,02;0,00;0,00;0,81;0,96
Multitask Agent;0,88;0,82;0,67;0,08;0,15;0,79;0,01;0,00;0,03;0,86;0,99
Multitask Agent;0,60;0,74;0,92;0,06;0,06;0,93;0,01;0,00;0,00;0,80;0,95
Multitask Agent;0,67;0,54;0,85;0,16;0,05;0,71;0,06;0,00;0,05;0,72;0,91
Multitask Agent;0,68;0,89;0,55;0,04;0,01;0,82;0,06;0,05;0,03;0,72;0,94
Multitask Agent;0,71;0,68;0,81;0,16;0,09;0,71;0,04;0,05;0,05;0,72;0,99
Multitask Agent;0,93;0,79;0,93;0,07;0,07;0,93;0,02;0,01;0,05;0,76;0,92
Multitask Agent;0,82;0,70;0,57;0,04;0,02;0,95;0,07;0,00;0,00;0,85;0,92
Multitask Agent;0,63;0,87;0,91;0,13;0,00;0,73;0,10;0,03;0,00;0,87;0,88
Multitask Agent;0,63;0,61;0,89;0,16;0,05;0,70;0,03;0,02;0,05;0,87;0,93
Multitask Agent;0,71;0,75;0,63;0,05;0,10;0,91;0,06;0,05;0,00;0,81;0,92
Multitask Agent;0,93;0,79;0,51;0,13;0,11;0,91;0,03;0,03;0,05;0,84;0,95
Multitask Agent;0,75;0,81;0,58;0,06;0,00;0,92;0,03;0,05;0,05;0,89;0,95
Multitask Agent;0,69;0,60;0,62;0,13;0,06;0,97;0,05;0,02;0,05;0,84;0,91
Multitask Agent;0,67;0,63;0,53;0,14;0,06;0,81;0,08;0,04;0,03;0,77;0,91
Multitask Agent;0,68;0,90;0,88;0,02;0,04;0,70;0,00;0,00;0,05;0,74;0,92
Multitask Agent;0,89;0,72;0,80;0,13;0,02;0,81;0,00;0,01;0,00;0,75;0,91
Multitask Agent;0,64;0,81;0,89;0,10;0,12;0,98;0,01;0,02;0,02;0,80;0,94
Multitask Agent;0,90;0,58;0,83;0,06;0,04;0,77;0,09;0,04;0,05;0,80;0,97
Multitask Agent;0,91;0,57;0,70;0,03;0,04;0,84;0,03;0,00;0,03;0,81;0,96
Multitask Agent;0,92;0,87;0,71;0,17;0,08;0,97;0,03;0,01;0,04;0,94;0,90
Multitask Agent;0,71;0,55;0,65;0,15;0,04;0,97;0,10;0,05;0,05;0,93;0,90
Multitask Agent;0,61;0,68;0,86;0,06;0,15;0,78;0,02;0,05;0,05;0,88;0,94
Multitask Agent;0,67;0,74;0,85;0,10;0,00;0,72;0,05;0,05;0,04;0,72;0,99
Multitask Agent;0,91;0,52;0,65;0,20;0,06;0,89;0,08;0,05;0,01;0,78;0,88
Multitask Agent;0,86;0,71;0,65;0,14;0,00;0,76;0,02;0,02;0,03;0,86;0,89
Multitask Agent;0,92;0,62;0,89;0,11;0,04;0,79;0,06;0,03;0,05;0,88;0,99
Multitask Agent;0,90;0,52;0,58;0,16;0,05;0,93;0,02;0,00;0,04;0,75;0,89
Multitask Agent;0,76;0,57;0,56;0,20;0,05;0,96;0,02;0,00;0,02;0,74;0,96
Multitask Agent;0,60;0,70;0,71;0,17;0,11;0,87;0,09;0,02;0,03;0,71;0,91
Multitask Agent;0,85;0,77;0,74;0,18;0,09;0,96;0,09;0,05;0,00;0,70;0,98
Multitask Agent;0,71;0,66;0,82;0,14;0,14;0,90;0,09;0,02;0,02;0,77;0,89
Multitask Agent;0,68;0,55;0,62;0,07;0,14;0,89;0,08;0,03;0,04;0,85;0,97
Multitask Agent;0,86;0,64;0,61;0,05;0,02;0,90;0,01;0,05;0,03;0,77;0,95
Multitask Agent;0,70;0,59;0,54;0,13;0,13;0,76;0,05;0,03;0,00;0,78;0,94
Multitask Agent;0,72;0,84;0,84;0,12;0,10;0,93;0,00;0,01;0,04;0,79;0,91
Multitask Agent;0,68;0,85;0,66;0,15;0,06;0,92;0,03;0,03;0,05;0,81;0,90
Multitask Agent;0,65;0,80;0,67;0,19;0,10;0,91;0,00;0,04;0,02;0,96;0,90
Multitask Agent;0,85;0,58;0,71;0,09;0,09;0,85;0,04;0,01;0,00;0,81;0,96
Multitask Agent;0,87;0,65;0,53;0,17;0,10;0,77;0,03;0,04;0,03;0,83;0,98
Multitask Agent;0,74;0,53;0,60;0,11;0,02;0,72;0,04;0,03;0,01;0,83;0,91
Multitask Agent;0,85;0,87;0,51;0,02;0,12;0,94;0,10;0,00;0,00;0,95;0,88
Multitask Agent;0,95;0,81;0,93;0,17;0,08;0,92;0,05;0,03;0,02;0,87;0,95
Multitask Agent;0,60;0,77;0,72;0,18;0,09;0,73;0,06;0,03;0,05;0,88;0,95
Multitask Agent;0,91;0,84;0,74;0,05;0,11;0,97;0,05;0,04;0,05;0,95;0,90
Multitask Agent;0,83;0,59;0,86;0,18;0,00;0,70;0,06;0,04;0,01;0,87;0,93
Multitask Agent;0,93;0,52;0,55;0,18;0,13;0,99;0,10;0,00;0,05;0,77;0,89
Multitask Agent;0,82;0,83;0,86;0,11;0,07;0,86;0,04;0,05;0,01;0,81;0,97
Multitask Agent;0,73;0,75;0,91;0,09;0,12;0,76;0,07;0,00;0,04;0,71;0,89
Multitask Agent;0,83;0,61;0,53;0,08;0,06;0,87;0,06;0,04;0,01;0,85;0,97
Multitask Agent;0,93;0,83;0,86;0,02;0,12;0,75;0,00;0,04;0,02;0,81;0,97
Multitask Agent;0,86;0,78;0,65;0,20;0,07;0,70;0,08;0,05;0,04;0,82;0,96
Multitask Agent;0,69;0,77;0,54;0,08;0,05;0,84;0,10;0,04;0,01;0,90;0,97
Multitask Agent;0,62;0,78;0,69;0,05;0,07;0,79;0,08;0,03;0,04;0,86;0,90
Multitask Agent;0,84;0,80;0,66;0,14;0,10;0,96;0,08;0,01;0,02;0,84;0,94
Multitask Agent;0,71;0,79;0,74;0,12;0,07;0,84;0,05;0,00;0,02;0,85;0,98
Multitask Agent;0,70;0,68;0,58;0,12;0,07;0,76;0,08;0,05;0,01;0,88;0,97
Multitask Agent;0,72;0,74;0,52;0,15;0,01;0,88;0,10;0,01;0,04;0,84;0,97
Multitask Agent;0,65;0,56;0,82;0,08;0,07;0,86;0,00;0,03;0,03;0,89;0,88
Multitask Agent;0,65;0,52;0,71;0,08;0,13;0,84;0,09;0,02;0,01;0,73;0,99
Multitask Agent;0,92;0,79;0,91;0,13;0,06;0,70;0,03;0,02;0,05;0,86;0,97
Multitask Agent;0,86;0,82;0,62;0,09;0,09;0,74;0,06;0,02;0,03;0,73;0,88
Multitask Agent;0,79;0,61;0,78;0,19;0,15;1,00;0,01;0,04;0,02;0,91;0,99
Multitask Agent;0,81;0,68;0,93;0,13;0,05;0,82;0,09;0,01;0,05;0,87;0,94
Multitask Agent;0,72;0,65;0,82;0,08;0,10;0,75;0,09;0,00;0,05;0,82;0,91
Multitask Agent;0,88;0,89;0,70;0,04;0,10;0,73;0,04;0,02;0,05;0,83;0,99
Multitask Agent;0,79;0,82;0,59;0,10;0,02;0,91;0,04;0,04;0,03;0,71;0,94
Multitask Agent;0,84;0,66;0,63;0,14;0,00;0,71;0,10;0,05;0,05;0,85;0,98
Multitask Agent;0,95;0,78;0,58;0,16;0,05;0,71;0,08;0,03;0,03;0,79;0,98
Multitask Agent;0,94;0,89;0,65;0,16;0,10;0,83;0,02;0,02;0,02;0,85;0,89
Multitask Agent;0,80;0,81;0,87;0,10;0,05;0,97;0,09;0,01;0,04;0,85;0,92
Multitask Agent;0,76;0,54;0,74;0,05;0,01;0,96;0,00;0,01;0,00;0,84;0,88
Multitask Agent;0,79;0,58;0,53;0,10;0,05;0,81;0,09;0,03;0,00;0,91;0,95
Multitask Agent;0,62;0,71;0,61;0,17;0,15;0,73;0,04;0,05;0,01;0,87;0,95
Multitask Agent;0,62;0,51;0,56;0,09;0,01;0,84;0,00;0,02;0,02;0,97;0,98
Multitask Agent;0,87;0,56;0,88;0,09;0,03;0,95;0,08;0,03;0,00;0,89;0,94
Multitask Agent;0,92;0,59;0,71;0,11;0,13;0,82;0,07;0,04;0,02;0,72;0,95
Multitask Agent;0,72;0,80;0,82;0,09;0,10;0,73;0,00;0,03;0,02;0,74;0,89
Multitask Agent;0,90;0,58;0,53;0,02;0,02;0,71;0,00;0,00;0,05;0,97;0,89
Multitask Agent;0,61;0,86;0,68;0,08;0,14;0,72;0,05;0,04;0,04;0,96;0,89
Multitask Agent;0,90;0,83;0,80;0,10;0,01;0,80;0,08;0,04;0,02;0,84;0,93
Multitask Agent;0,81;0,67;0,81;0,05;0,04;0,95;0,08;0,00;0,01;0,82;0,98
Multitask Agent;0,75;0,90;0,80;0,06;0,01;0,80;0,01;0,01;0,04;0,79;0,93
Multitask Agent;0,63;0,67;0,80;0,13;0,14;0,78;0,07;0,01;0,00;0,93;0,99
Multitask Agent;0,90;0,90;0,81;0,05;0,00;0,87;0,07;0,01;0,05;0,96;0,97
Multitask Agent;0,64;0,59;0,53;0,10;0,12;0,98;0,04;0,04;0,00;0,90;0,97
Multitask Agent;0,70;0,78;0,69;0,09;0,01;0,71;0,06;0,05;0,00;0,95;0,94
Multitask Agent;0,75;0,83;0,63;0,01;0,06;1,00;0,05;0,01;0,03;0,81;0,96
Multitask Agent;0,74;0,68;0,56;0,09;0,10;0,82;0,00;0,00;0,00;0,92;0,94
Multitask Agent;0,87;0,61;0,70;0,19;0,15;0,80;0,00;0,01;0,05;0,97;0,94
Multitask Agent;0,61;0,77;0,85;0,03;0,11;0,95;0,08;0,02;0,02;0,75;0,94
Multitask Agent;0,94;0,73;0,54;0,07;0,03;0,97;0,10;0,02;0,02;0,90;0,97
Multitask Agent;0,75;0,51;0,56;0,01;0,09;0,74;0,08;0,04;0,04;0,89;0,91
Multitask Agent;0,63;0,52;0,92;0,13;0,12;0,91;0,02;0,02;0,01;0,83;0,94
Multitask Agent;0,68;0,72;0,90;0,03;0,14;0,92;0,08;0,02;0,05;0,86;0,91
Multitask Agent;0,95;0,81;0,69;0,08;0,05;0,97;0,07;0,00;0,05;0,96;0,88
Multitask Agent;0,72;0,72;0,61;0,01;0,05;0,78;0,01;0,03;0,05;0,91;0,98
Multitask Agent;0,68;0,80;0,60;0,07;0,07;0,73;0,00;0,03;0,03;0,82;0,88
Multitask Agent;0,77;0,63;0,60;0,19;0,08;0,71;0,00;0,04;0,03;0,92;0,95
Multitask Agent;0,88;0,64;0,56;0,06;0,09;0,98;0,03;0,03;0,05;0,76;0,89
Multitask Agent;0,63;0,69;0,92;0,10;0,06;0,97;0,00;0,05;0,01;0,84;0,91
